,RVP_LAB,S.B5.213TI2804,S.B5.213PI2806,S.B5.213FC2602
2020-04-17,38.2,134.842495,325.0767308,78.34156213
2020-04-18,38.9,135.8470366,323.7045363,74.1501702
2020-04-19,38.9,137.2766476,318.2297251,55.26053136
2020-04-20,38.2,136.3835599,323.2090705,51.16929194
2020-04-21,37.4,134.0442083,322.9606204,58.52671164
2020-04-22,37,136.8981449,322.2687174,56.50494644
2020-04-23,37.4,135.6877795,319.2671043,55.3994419
2020-04-24,39.3,135.37111,328.6896284,55.82542104
2020-04-25,39,136.6040231,325.6082449,58.15448637
2020-04-26,38.8,135.8668237,317.2960313,59.13304375
2020-04-27,37.9,136.5416142,315.7371199,58.63589971
2020-04-28,36.3,131.6865234,330.5827079,100.0795309
2020-04-28,41,131.6865234,330.5827079,100.0795309
2020-04-28,38.4,131.6865234,330.5827079,100.0795309
2020-04-29,43.6,134.8807431,327.2075806,98.35563801
2020-04-30,39.2,134.418459,326.3961429,97.1969062
2020-05-01,39.9,134.5387297,328.7326964,100.5201477
2020-05-02,41.1,133.3985337,338.9930421,102.1007903
2020-05-03,42.4,134.1184707,326.4090042,99.63701384
2020-05-04,38.7,134.5808711,323.9233249,100.5868216
2020-05-05,38.7,132.0803999,336.5767769,105.9385867
2020-05-06,40.2,133.0538517,321.3185316,96.2551484
2020-05-07,39.6,134.8163101,322.8549829,91.74836337
2020-05-08,37.3,135.9107334,320.7915696,87.2782404
2020-05-09,37,135.8091452,324.6724698,85.35767131
2020-05-10,37.6,134.8703597,327.0503288,88.71004333
2020-05-11,38.9,133.5411723,324.2688371,93.01390818
2020-05-12,40.4,134.5823362,330.8187819,90.3772203
2020-05-13,38.6,135.2823808,322.2924124,86.09505586
2020-05-14,38.7,136.0822746,333.3930034,86.50290577
2020-05-15,39.3,135.2616785,327.8617023,83.93931752
2020-05-16,39.8,136.7164442,328.3132938,80.60304767
2020-05-17,39.3,134.9855305,326.1493275,85.04051081
2020-05-18,41.9,133.7340078,330.493947,91.7373562
2020-05-19,40.1,135.56497,322.5505538,87.36198271
2020-05-20,36.4,136.644677,318.472553,86.62089448
2020-05-21,37,136.597941,323.6886948,76.67231726
2020-05-22,36.3,136.3851676,315.3968785,78.21210407
2020-05-23,36.7,136.0925699,324.7034582,77.45851459
2020-05-24,37.8,136.9013618,325.4057063,75.70954413
2020-05-25,37.2,136.8685361,319.1508904,74.69631162
2020-05-26,37,136.258036,327.9911626,75.6448624
2020-05-27,36.6,136.3979489,323.0313023,75.22245986
2020-05-28,38,135.1423865,314.2760461,75.68261903
2020-05-29,36.5,136.0622701,313.6470332,73.85735855
2020-05-30,36.8,134.3361149,326.3174846,80.15202168
2020-05-31,41,133.4963752,322.0164909,78.60295828
2020-06-01,37.3,134.3972256,322.503642,78.84001908
2020-06-02,40.2,134.5493764,326.220968,78.57462991
2020-06-03,39.1,134.5993557,326.6768858,77.72374633
2020-06-04,41.6,136.5225384,347.0092788,80.17731593
2020-06-05,36.5,137.3570255,321.5933118,88.07844767
2020-06-06,34.5,136.1001534,322.3449559,85.19741835
2020-06-07,37,137.1512603,320.6463532,79.6257817
2020-06-08,37.1,135.8420447,329.5604594,84.61916125
2020-06-09,38.4,135.9994454,324.189083,79.28889753
2020-06-10,34,140.8197883,326.5650158,77.1713575
2020-06-11,36.1,137.6878358,345.7976579,79.85540229
2020-06-12,38.3,134.519877,329.7577095,83.08472611
2020-06-13,39,139.4660939,329.5505173,79.91817119
2020-06-14,37.7,142.1003948,390.0155919,80.28385703
2020-06-15,40.6,137.6833928,335.3579941,77.3475061
2020-06-16,43.7,136.5094485,374.3870716,83.73210362
2020-06-17,34.7,137.0510059,326.4128143,78.02326627
2020-06-18,32.3,139.3139713,319.6756179,68.82577742
2020-06-19,36.4,137.347709,328.1339779,70.88740778
2020-06-20,36.3,138.1357576,328.9437995,70.34652729
2020-06-21,36.3,137.5555991,330.7513092,68.67619436
2020-06-22,36.1,135.9793243,318.016374,70.14229334
2020-06-23,36.7,137.6752373,321.9336127,67.47076109
2020-06-24,36.4,136.6923141,328.5242913,72.82515106
2020-06-25,34,136.457013,312.0848486,73.67759676
2020-06-26,35,135.8756065,323.5645524,76.4086847
2020-06-27,34.8,136.9106371,349.2231788,74.47059697
2020-06-28,40.5,137.3733869,351.3814392,74.56837361
2020-06-29,39.9,135.9140155,329.2493214,72.42528951
2020-06-30,40.7,139.5685724,350.0468531,67.73977179
2020-07-01,35.4,136.9044082,316.6910908,75.23993108
2020-07-02,37.2,134.7052233,321.821959,85.61916007
2020-07-03,36.4,133.9872299,317.2457791,87.8760487
2020-07-04,36.4,135.99011,314.2923955,83.91250551
2020-07-05,35.6,136.4724634,330.0441544,83.36782753
2020-07-06,38.4,135.1402005,337.9299434,83.14248382
2020-07-07,40.5,137.1078483,376.0716416,86.27004184
2020-07-08,39.3,138.4877392,378.3938807,87.60562745
2020-07-09,37.6,137.828342,330.54375,87.49194805
2020-07-10,38.8,136.516653,338.8821318,89.60825875
2020-07-11,38.5,137.3497546,327.2763126,87.33971313
2020-07-12,36.9,137.9432615,321.667204,84.60893155
2020-07-13,36.5,136.6516896,332.3530619,89.91842556
2020-07-14,37.4,138.3497073,334.1837599,85.85547009
2020-07-15,35.3,139.0797128,333.1103899,82.82671235
2020-07-16,36.1,138.099292,329.8617979,80.2038989
2020-07-17,35,136.3662929,318.153539,83.15032898
2020-07-18,34.8,136.7758812,325.9012892,82.21384628
2020-07-19,36,136.7399643,327.2754947,82.51244711
2020-07-20,39,140.5892758,403.4267293,90.04737462
2020-07-21,42.7,139.0587919,375.6654233,79.96989667
2020-07-22,43.5,135.5536546,356.1610683,89.11125893
2020-07-23,40.4,138.5637072,343.8648317,84.83787821
2020-07-24,39.8,140.0732149,360.5656728,83.07921683
2020-07-25,41.1,139.3617052,336.6433661,86.70736645
2020-07-26,40.5,140.7691015,348.4877955,80.08526584
2020-07-27,29.9,144.2631602,323.2818753,76.81011971
2020-07-27,29.8,144.2631602,323.2818753,76.81011971
2020-07-27,30.9,144.2631602,323.2818753,76.81011971
2020-07-28,39.4,136.6246827,322.6827022,84.02206071
2020-07-29,37.9,137.7546463,329.1706537,83.30354326
2020-07-30,38.5,137.6943739,342.1481012,89.76886586
2020-07-31,40.8,136.1904767,393.6704941,105.3762046
2020-08-01,38,138.1854161,412.5737838,101.1696148
2020-08-02,45.2,137.5902044,420.5728576,96.42509932
2020-08-03,46.7,138.7298164,422.2608833,98.45315092
2020-08-04,46.3,137.957392,427.1986762,101.5344238
2020-08-05,44.6,137.660738,421.7567392,101.3478211
2020-08-06,45.7,138.5730645,438.2832682,99.67329465
2020-08-07,49.3,140.0383804,439.5025314,97.35533175
2020-08-08,48.9,137.8280312,362.7948958,80.40505925
2020-08-09,47.8,141.4743225,395.8336056,79.05039528
2020-08-10,39.1,141.7694964,408.0935285,86.13269363
2020-08-11,41,140.963764,400.9853673,82.83541904
2020-08-12,40.5,142.019318,396.748955,82.98621536
2020-08-13,39.3,141.2170464,392.2124367,79.41137863
2020-08-14,39.9,143.0057169,394.0225928,73.39839343
2020-08-15,41.2,143.5317043,380.2043927,71.87612573
2020-08-16,42,141.4405167,382.7120825,69.33205219
2020-08-17,41.5,142.772183,368.5207909,70.83151759
2020-08-18,41.3,142.2883146,373.3981174,66.89135455
2020-08-19,36.6,142.7887171,380.640298,76.71594517
2020-08-20,38.2,142.5940086,412.5719074,78.18899009
2020-08-21,36.2,143.1207127,346.5100424,69.92931221
2020-08-22,36.6,138.0935738,352.3335246,76.30465926
2020-08-23,37.7,138.5471495,352.1004925,77.43206979
2020-08-24,38.7,142.9157719,345.825282,70.96722747
2020-08-25,33.4,145.9460728,366.8265661,71.76118808
2020-08-26,39.1,140.9228462,390.0270396,73.21923915
2020-08-27,40.8,140.8568049,387.6397796,72.88711194
2020-08-28,39.5,139.4808588,370.1922892,77.81344757
2020-08-29,40.8,140.2891255,353.5359773,74.03669023
2020-08-30,41.4,140.3200396,368.4207957,77.69000565
2020-08-31,40.8,140.7755002,342.8123008,64.94413854
2020-09-01,31.4,138.0941874,334.8438713,72.77590381
2020-09-02,40.1,136.8599681,357.9199766,77.91061696
2020-09-03,39.6,138.7353461,355.6093996,77.84635098
2020-09-04,36.6,137.8688697,328.976978,75.42305984
2020-09-05,38.7,137.163031,338.0376734,70.39169138
2020-09-06,37.4,138.5868673,345.3757911,67.45737514
2020-09-07,39.3,137.5470161,343.8129625,83.67664825
2020-09-08,34.6,140.9193054,350.5945661,77.87854783
2020-09-09,42.7,138.5581136,378.1643541,85.51181566
2020-09-10,36.3,139.608338,364.6311955,85.24344319
2020-09-11,36.3,137.8307558,337.3096494,80.70618811
2020-09-12,38.3,136.3661865,330.768129,78.59892066
2020-09-13,37.3,137.5476381,339.128497,82.35643962
2020-09-14,35.5,138.5191126,333.3683967,80.75879082
2020-09-15,35.6,138.7609051,349.9451578,81.28231927
2020-09-16,38.4,138.7002412,353.1068659,80.46751571
2020-09-17,39.3,139.1722255,368.0823724,83.49964457
2020-09-18,36.6,136.853448,333.8009054,78.81994528
2020-09-19,38.1,136.4518313,334.5754144,81.14045139
2020-09-20,36,137.9274873,347.0142657,80.11557006
2020-09-21,40.7,136.3337515,343.0080723,83.34006126
2020-09-22,37,137.1572144,334.1809529,83.17372392
2020-09-23,37.4,138.4074893,336.7877304,80.83520089
2020-09-24,34.9,138.5274481,339.7474432,81.09492565
2020-09-25,36.1,138.0222177,346.5430076,82.50097711
2020-09-26,34.7,139.0501848,337.4274891,81.51262846
2020-09-27,36.3,138.1906948,339.5599595,82.72767338
2020-09-28,35.2,136.469337,345.1693795,83.00649451
2020-09-29,38,136.5275619,337.8477086,82.84653865
2020-09-30,37.9,136.0488534,338.7033181,84.40079336
2020-10-01,40.7,135.2819203,341.8670685,85.47387934
2020-10-02,38.6,135.8708011,336.3663218,81.69787477
2020-10-03,35.3,137.906238,350.4100698,82.451445
2020-10-04,37.8,137.3153124,353.3984875,83.57009517
2020-10-05,39.3,135.107853,340.9684141,85.31988213
2020-10-06,36.7,136.4272326,328.1309675,83.20522238
2020-10-07,36.3,137.7389395,323.1590052,66.9156919
2020-10-08,37.7,138.2153272,343.1025441,71.25276985
2020-10-09,36.6,138.42253,337.5184029,72.1811771
2020-10-10,33.9,138.9507046,325.6515624,70.7653612
2020-10-11,38.7,137.281088,343.8035184,68.90321339
2020-10-12,30.2,135.9658254,326.719118,74.29724313
2020-10-13,38.2,132.0741508,324.0988663,85.03481101
2020-10-14,37.7,133.6981944,326.4076163,77.81982617
2020-10-15,38.4,136.2439539,329.6041521,75.33607672
2020-10-16,39,135.5098917,331.2057874,74.97845917
2020-10-17,35.9,137.1994805,319.9273365,70.85802439
2020-10-18,38,136.00139,328.344426,69.38886574
2020-10-19,38.6,134.5344323,327.9610121,74.59207724
2020-10-20,36.7,136.2790515,331.2307987,74.32164355
2020-10-21,36.8,135.1263069,328.7046129,72.97707955
2020-10-22,38,135.0078138,329.2551357,69.24405605
2020-10-23,37.4,134.6846048,316.4883078,73.71209019
2020-10-24,37.8,135.4981172,320.3416618,69.8898708
2020-10-25,37.6,136.5257528,325.2163207,73.67291764
2020-10-26,37.1,136.1426026,320.7474125,72.41468511
2020-10-27,38.3,136.1505728,329.5688185,82.22664298
2020-10-28,39,134.5934466,328.4157486,88.32176775
2020-10-29,37.7,133.8865212,322.7661904,86.57198461
2020-10-30,37.8,133.514505,315.3674835,87.22996402
2020-10-31,37.6,135.7114779,324.375118,84.78928535
2020-11-01,39.6,135.1162427,332.3246613,87.51277554
2020-11-02,39.3,133.1631391,321.7804203,87.06652315
2020-11-03,37,134.4992134,319.4592982,89.2025755
2020-11-04,39.8,134.1242931,328.6203383,89.48546499
2020-11-05,39.4,135.2444351,339.5852399,85.07852465
2020-11-06,35.7,135.6405274,320.7113901,81.16414182
2020-11-07,37.1,135.6175578,324.8732268,82.4334503
2020-11-08,39,133.6309913,327.4155235,87.24347549
2020-11-09,40.6,132.0052336,315.2138734,88.30267625
2020-11-10,36.1,136.7346876,322.1922174,73.71986888
2020-11-11,37.9,135.5962423,319.3946795,70.04129082
2020-11-12,41.7,132.5678282,328.5274778,96.44121966
2020-11-13,39.9,134.4993804,331.0244477,72.24113911
2020-11-14,40,132.2685122,320.3779921,96.2266095
2020-11-15,42,130.6227679,318.5607793,94.12393298
2020-11-16,39.5,130.6988713,312.3723849,96.5290673
2020-11-17,40.3,131.613589,314.6253723,93.57747339
2020-11-18,38.6,132.9600247,320.2839303,90.69918508
2020-11-19,37.3,136.5081041,329.363361,70.06486542
2020-11-20,39.6,134.7969542,334.1322728,80.4932253
2020-11-21,40,134.0654892,330.1864659,73.90764859
2020-11-22,35.6,136.0692825,313.2616225,70.09918676
2020-11-23,35.9,134.4524411,317.2866677,73.53143345
2020-11-24,38.7,134.4472793,317.621275,73.08417704
2020-11-25,37.6,134.9430845,319.0887966,75.22814848
2020-11-26,37.8,136.0063937,327.2579947,71.00704761
2020-11-27,39,133.5256165,317.4131676,74.15503177
2020-11-28,41.5,133.1439748,332.5778582,78.30855365
2020-11-29,38.1,134.0206354,323.1302693,74.19407104
2020-11-30,35.5,135.8576482,314.1933039,70.71175313
2020-12-01,38,134.3458508,320.4971319,72.17844157
2020-12-02,38.8,133.5952985,319.5532956,76.35321732
2020-12-03,39.4,133.3369974,318.0560847,79.63738814
2020-12-04,38.5,135.3715348,320.659848,78.67028692
2020-12-05,38.2,135.3799531,316.13128,78.21099804
2020-12-06,38.6,135.4722641,324.2144596,79.5298817
2020-12-07,35.4,137.0441452,314.8798048,75.5716756
2020-12-08,37.7,134.7137192,318.2730083,77.97331212
2020-12-09,38,133.7705941,316.9318839,76.0114273
2020-12-10,40,132.1929413,319.4507861,91.88770531
2020-12-11,38.2,132.9871108,312.2687529,91.54400139
2020-12-12,39.9,133.0876045,327.1718317,87.65658228
2020-12-13,43.5,131.3655201,328.8351323,91.02400321
2020-12-14,40.2,129.7542612,327.5894666,92.25385373
2020-12-15,42.6,131.4612526,324.6977907,89.78361259
2020-12-16,37.2,132.1041636,310.7379668,84.11928639
2020-12-17,40.9,131.7233888,320.9454345,85.2057251
2020-12-18,40.2,132.9687841,317.1638983,88.97302501
2020-12-19,41.8,132.49484,325.3873553,86.31533721
2020-12-20,38.9,133.5552184,315.7119762,84.45375366
2020-12-21,38,133.7181251,316.3071465,84.15641984
2020-12-22,38.3,133.7887362,317.1204166,88.35687562
2020-12-23,39,134.2959512,327.1702257,89.53004071
2020-12-24,38,135.2208802,315.3193822,85.88429859
2020-12-25,41.2,131.3724418,319.4931907,91.97166458
2020-12-26,38.3,133.1709796,312.9454143,86.93714991
2020-12-27,38,134.6440751,310.8422425,88.60289179
2020-12-28,41.4,131.9487127,323.2057787,92.66512599
2020-12-29,43.2,130.8117553,326.5187243,91.74292414
2020-12-30,45,130.0256834,318.3226582,93.83121047
2020-12-31,42.8,132.3856118,308.9171135,83.35584339
2021-01-01,37.1,133.9175629,311.8793615,84.49693128
2021-01-02,38.2,133.8426563,319.2881217,84.86515477
2021-01-03,41.1,132.5567039,318.1107346,86.09331474
2021-01-04,40,132.8474291,312.8229374,84.37388058
2021-01-05,38.4,133.4491139,316.041853,85.15219196
2021-01-06,41.3,131.1927821,322.2688579,85.86069313
2021-01-07,38.3,133.152635,309.4039154,84.14907699
2021-01-08,35.9,134.5806193,314.7172191,80.79685733
2021-01-09,40.2,133.3135652,320.6455892,83.92726298
2021-01-10,35.6,135.5289472,311.5719341,79.0559004
2021-01-11,38.5,134.7540566,312.920428,78.18553582
2021-01-12,41.3,131.7730016,317.1381618,89.94803298
2021-01-13,42.7,131.3751265,323.6119663,89.05706601
2021-01-14,41.5,131.7167783,322.4936481,88.7103311
2021-01-15,40,131.2335137,311.7408854,95.72762345
2021-01-16,39.6,132.5142327,321.8347309,95.29696521
2021-01-17,43.7,129.2265281,321.1677027,93.2296227
2021-01-18,40.3,131.0200309,314.89173,90.16735228
2021-01-19,41,132.4276667,317.2874676,87.00157382
2021-01-20,38.8,131.959836,307.6891618,88.09705681
2021-01-21,38,134.194984,322.3645472,85.65998437
2021-01-22,38,134.3892242,320.6126463,84.25271713
2021-01-23,39.9,133.6854303,327.6597596,85.01670658
2021-01-24,41.7,132.5910683,325.221025,89.15493614
2021-01-25,37.9,134.3893681,319.7676514,82.42550325
2021-01-26,39.5,132.2729065,318.7603102,91.12730676
2021-01-27,41.7,131.3508181,317.17274,89.7191542
2021-01-28,41,130.5256261,314.3799215,92.64443684
2021-01-29,47.2,127.0273859,323.5514898,94.95455599
2021-01-30,45.8,128.2792601,322.7717089,93.36167812
2021-01-31,43.8,129.9901449,321.2398259,91.97176086
2021-02-01,38.5,134.4011056,312.8589573,81.89354063
2021-02-02,41.8,131.7560107,321.7536617,90.68123412
2021-02-03,47,128.5967803,320.301298,92.21488689
2021-02-04,40.8,131.6280619,315.5889336,85.33930535
2021-02-05,41.6,130.557107,315.0012431,86.63820763
2021-02-06,37.6,133.4685327,312.273391,85.44966461
2021-02-07,40.9,131.5330558,323.1604593,90.68952038
2021-02-08,42.2,130.2509739,318.0761605,91.27265759
2021-02-09,42.3,129.9890755,310.0300307,88.57702629
2021-02-10,38.5,131.472568,320.9318361,87.95354207
2021-02-11,30.7,137.4036101,308.0082362,61.59149265
2021-02-12,40,132.2655457,316.2814997,76.42782787
2021-02-13,45.3,128.0936454,318.1276557,90.61494461
2021-02-14,38.7,132.5789756,316.2059221,79.31054209
2021-02-15,39.5,133.7451585,323.8502547,77.20762375
2021-02-16,40.3,132.7899578,316.7437861,77.57828193
2021-02-17,39.8,132.7473614,319.553387,76.7976836
2021-02-18,39.1,134.17248,320.6189634,70.71190285
2021-02-19,36.5,133.1175953,319.5193326,74.92799573
2021-02-20,37.7,133.4853618,310.7066196,75.68053262
2021-02-21,38,135.3438981,327.065371,64.4721591
2021-02-22,33.5,137.6436226,316.4648739,59.23844097
2021-02-23,45.7,127.8953356,325.7073023,87.02394384
2021-02-24,37.5,132.7074487,317.1457802,73.16280782
2021-02-25,36.8,134.90336,322.5734509,71.32856793
2021-02-25,38,134.90336,322.5734509,71.32856793
2021-02-26,40.7,133.2668938,328.6204271,70.29810832
2021-02-27,39.3,133.6083524,318.4237512,71.82008562
2021-02-28,40.2,132.4931199,321.7082975,76.17378549
2021-03-01,37.7,132.9013348,312.9390861,73.84080167
2021-03-02,41.9,131.3449436,323.1249451,77.06487397
2021-03-03,39.6,133.8998315,332.6299482,76.98818089
2021-03-04,35.6,137.2167199,322.2769082,76.05954992
2021-03-05,37.7,133.0566492,330.7630451,90.64181458
2021-03-06,42,130.9154458,328.7649455,89.19401491
2021-03-07,40.1,132.7414314,317.9469722,74.02714683
2021-03-08,41.5,131.9498127,316.7027356,72.39292872
2021-03-09,41.5,131.9682366,311.7349049,74.1924375
2021-03-10,39.8,132.1967698,315.5740397,81.47273801
2021-03-11,39.2,133.7525297,319.959154,80.21648037
2021-03-12,41.1,132.6978613,327.1353315,85.47553198
2021-03-13,39.2,134.2423885,313.2424929,82.45870077
2021-03-14,39.2,133.7803622,319.4943593,82.09796785
2021-03-15,39,132.3731648,310.7219602,88.8884758
2021-03-16,39.4,132.7353495,319.1764218,77.30090504
2021-03-17,39.9,132.4193384,316.1438718,75.4135433
2021-03-18,41.7,132.4627164,319.0012139,81.09943362
2021-03-19,39.8,133.3712538,315.222606,79.68585634
2021-03-20,42.5,131.5209287,327.1489068,85.44098781
2021-03-21,39.3,133.7056801,315.7008323,67.85411548
2021-03-22,40.7,133.6607346,313.5743674,70.98341419
2021-03-23,39.8,133.6867391,314.5325429,77.50274363
2021-03-24,40.9,132.1071381,313.4251484,85.00965474
2021-03-25,39.4,132.0593611,314.4716592,84.83836734
2021-03-26,36.4,133.8989636,308.8046552,78.44009525
2021-03-27,42.1,131.0729686,316.1015286,83.59358678
2021-03-28,39.7,132.5388723,323.0325489,84.36919998
2021-03-29,39.3,131.2445311,317.4614941,85.92756569
2021-03-30,38.7,133.1670529,310.4512694,83.63822105
2021-03-31,39.1,131.8035525,315.8431838,82.13702576
2021-04-01,43.5,130.970924,324.8236001,88.74304372
2021-04-02,43,130.5501382,321.2111612,89.80587317
2021-04-03,41.3,133.7268736,330.3364898,91.36755242
2021-04-04,44.8,131.0944946,341.3589134,94.51352037
2021-04-05,39.2,133.6002935,318.4702723,89.97310545
2021-04-06,37.8,132.3694573,337.1823577,88.76387158
2021-04-07,39.6,133.7186306,327.0021544,86.4547116
2021-04-08,41.7,131.4699679,322.8018655,92.03597284
2021-04-09,42,132.1496994,324.6773528,92.23156518
2021-04-10,41,133.0691612,322.0789934,88.6840092
2021-04-11,38.3,134.9430143,328.8331665,91.24314562
2021-04-12,37.8,134.9138993,328.8031895,90.73718154
2021-04-13,40.4,133.6244839,324.0532712,92.50872343
2021-04-14,40.5,132.4516051,326.9440714,90.65062711
2021-04-15,41,132.6535127,331.8664059,88.95666822
2021-04-16,40.4,132.9471359,321.6223814,91.46916097
2021-04-17,39,133.2747729,320.8518003,88.34848627
2021-04-18,41.1,131.9280626,319.9267379,88.08370387
2021-04-19,39,134.535264,322.6814478,86.21615653
2021-04-20,38.9,134.2736132,328.3112405,89.82010906
2021-04-21,40,135.5303077,336.6624588,85.58548048
2021-04-22,41.8,132.8476816,324.1210187,85.67745788
2021-04-23,37.7,134.4202141,325.1422257,87.94286674
2021-04-24,39,134.2352161,322.5272224,84.86656391
2021-04-25,39.3,133.0248106,314.8583878,89.65136145
2021-04-26,39.7,133.4896895,320.7665297,84.85607622
2021-04-27,40.1,134.1671461,327.7075795,84.0228165
2021-04-28,37.8,134.6212842,319.7321985,85.14002583
2021-04-29,40,132.0584089,319.6017487,88.47691419
2021-04-30,40.4,133.8681349,320.4968716,87.60463431
2021-05-01,37.9,134.2092736,315.2517481,88.62459242
2021-05-02,37.5,134.9275162,322.842852,86.57521472
2021-05-03,39.6,132.4243108,321.510249,86.6886704
2021-05-04,37.8,133.9126534,318.6053509,90.09873373
2021-05-05,39.2,134.1450416,327.3889917,79.08506838
2021-05-06,42.4,131.2855025,326.8730068,83.4269581
2021-05-07,39.5,133.5949875,324.8068249,76.56198023
2021-05-08,41.3,132.3644069,324.7765202,79.13582623
2021-05-09,39,134.1794108,324.9660527,77.33600835
2021-05-10,37.5,138.0432974,335.5426994,73.8195045
2021-05-11,38,134.6051856,316.2575058,74.08352963
2021-05-12,34.8,134.3664164,325.0175274,71.893653
2021-05-13,37.1,135.997964,328.5788554,74.00885233
2021-05-14,40.1,134.057205,327.565449,78.18427642
2021-05-15,37.3,134.1351556,315.831263,80.70119459
2021-05-16,41.2,135.4204563,345.3670217,77.8131795
2021-05-17,40.2,134.0558133,321.7033794,81.91667198
2021-05-18,39.5,134.3902189,320.4178809,77.04247031
2021-05-19,39,133.8734547,321.7880407,80.91279093
2021-05-20,37.4,133.9332289,314.4853875,78.23500098
2021-05-21,38.3,134.4240113,314.8311507,78.01804258
2021-05-22,39.2,133.8741932,317.0007294,79.02503595
2021-05-23,38.2,134.8064111,323.9361354,78.35890285
2021-05-24,39.8,135.1455433,322.7273454,76.69518354
2021-05-25,34,136.0013305,320.1550535,79.69771099
2021-05-26,34,135.3061131,316.4258975,79.37019707
2021-05-27,40,132.5665362,318.3789842,81.80995974
2021-05-28,39.1,133.9907601,322.9665656,78.40263804
2021-05-29,38.3,136.9027592,336.277323,75.29418235
2021-05-30,38.9,134.4616705,324.9089957,78.36103237
2021-05-31,38.7,135.4801242,332.4284757,74.50316748
2021-06-01,42.4,132.8371386,334.0661073,83.02573657
2021-06-02,34.4,135.678929,334.7048921,81.1829039
2021-06-03,38.6,134.3667104,316.588912,84.87566262
2021-06-04,40.6,133.928339,330.3454745,84.01306448
2021-06-05,39.8,134.134586,320.0884026,86.27071862
2021-06-06,38.2,133.7984128,318.03258,83.79112688
2021-06-07,39,136.2456335,344.0990099,83.26913535
2021-06-08,43.4,131.6520224,340.6242197,86.27199192
2021-06-09,38.5,134.3343555,324.5769662,89.96335088
2021-06-10,35,136.0669931,323.9361548,85.87417455
2021-06-11,39.9,135.9373806,348.5067442,84.22023086
2021-06-12,38.2,133.0193853,332.6638914,93.68351301
2021-06-13,38.7,134.6371035,328.3516066,87.79469889
2021-06-14,41.8,133.5257565,335.7482432,87.2803141
2021-06-15,43.3,136.2332058,366.8657762,89.80238197
2021-06-16,40,132.372881,333.2294633,93.84102374
2021-06-17,40.3,132.8987091,321.8933526,91.54539686
2021-06-18,37.7,133.6153962,320.1884881,90.2021695
2021-06-19,42.6,135.2696391,358.9625764,90.85584258
2021-06-20,42.7,134.6259338,347.1210751,86.95753335
2021-06-21,46.6,137.551921,363.4164421,82.05455928
2021-06-22,40.6,137.2884542,324.3280903,79.14603083
2021-06-23,43.7,135.7539709,332.4653985,85.75191456
2021-06-24,35.9,136.9829751,321.6592916,83.64509073
2021-06-25,37.4,136.0367332,325.1122112,86.71055162
2021-06-26,38,136.9684529,339.9126059,88.2171119
2021-06-27,37.2,137.2551498,339.6625304,82.16427594
2021-06-28,39.5,136.4796208,358.5862761,88.45257684
2021-06-29,42,137.3542547,353.87847,86.99099939
2021-06-30,41.4,138.5503235,368.0270691,87.01495743
2021-07-01,41.8,138.5676498,393.8973083,87.39736176
2021-07-02,36.3,135.600595,370.1653764,94.28686961
2021-07-03,37.9,137.3323428,368.6982651,90.94236786
2021-07-04,40.1,137.6562302,398.3380489,83.91968375
2021-07-05,37.6,138.6791613,381.874672,87.1962463
2021-07-06,40,138.138806,404.0388948,93.59304213
2021-07-07,44.9,138.7121094,424.5973228,92.86494216
2021-07-08,42.9,138.1983226,377.0075292,89.08323903
2021-07-09,35.2,135.8044411,328.0451251,86.70328411
2021-07-10,34.9,138.1889519,349.0799613,85.73293318
2021-07-11,36.5,138.5065889,388.3154173,89.83770293
2021-07-12,38.2,138.4358647,388.9453867,88.37409427
2021-07-13,42.1,137.9543311,416.7292081,94.38843028
2021-07-14,42.6,138.365651,388.2053532,86.37095236
2021-07-15,46.7,137.4150282,400.075613,87.99770525
2021-07-16,46,137.3008542,395.9663765,92.96830689
2021-07-17,44.7,138.3792247,388.2844389,88.15705864
2021-07-18,37.2,140.4563967,371.9412272,86.31760177
2021-07-19,42.4,138.4155638,370.5516902,90.33960488
2021-07-20,40.7,139.615197,381.1878195,88.09787473
2021-07-21,40.3,139.054765,371.5991701,88.43092564
2021-07-22,40.2,138.6990695,372.0817739,91.83567847
2021-07-23,38.3,139.1138524,360.1510526,82.9132525
2021-07-24,39.5,138.4378838,369.6078583,87.9122829
2021-07-25,39.4,138.6335874,377.5691838,87.18387116
2021-07-26,39,139.1833069,367.9859425,88.65502088
2021-07-27,39.3,140.371439,381.6164684,88.71938986
2021-07-28,40.9,138.7904302,380.6012567,90.66989743
2021-07-29,39.6,139.2431042,382.0555832,89.38416622
2021-07-30,40.3,140.1445479,383.2723748,85.92636955
2021-07-31,39.2,139.5302078,382.476524,86.69115254
2021-08-01,42.9,141.5230158,415.6617852,85.72254277
2021-08-02,41.2,141.4865135,392.3691836,83.79419755
2021-08-03,36.2,140.542023,377.9200328,87.45896781
2021-08-04,41.6,140.3525471,398.1980882,88.83431255
2021-08-05,38.9,140.9387314,376.2317823,83.743423
2021-08-06,39.5,140.8105932,390.9933417,83.62862115
2021-08-07,43,138.423126,394.7827103,87.17377908
2021-08-08,40,137.5265255,350.2796118,84.52847796
2021-08-09,38.7,138.0891562,345.7912496,79.43365581
2021-08-10,39.1,138.4802914,353.7837888,84.55525551
2021-08-11,39.5,138.9240626,367.1575288,82.8592053
2021-08-12,39.7,138.3048109,360.6924285,87.38115258
2021-08-13,38,140.4122963,358.4371839,81.8819352
2021-08-14,38.2,139.1818161,360.4025201,89.78965926
